Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Linearity,Heteroscedasticity,Model_score
DENK,BosEnOpenNatuurlijkTerrein_266,0,0.0,0.0,0.0,0.0,0.0,0.0,0
VijftigPlus,BosEnOpenNatuurlijkTerrein_266,votes_log,-0.0001,0.0371,0.0054,0.1714,0.4346,0.47730191351024065,4
VVD,HuishoudelijkRestafval_235,votes,0.0549,0.0,0.0075,0.0,0.0,7.041325467947861e-09,1
D66,HuishoudelijkRestafval_235,votes,0.0139,0.0046,0.0012,0.0,0.0,4.4527808980544706e-15,1
PVV,HuishoudelijkRestafval_235,votes,0.0607,0.0,0.0145,0.0,0.0038,0.6578583482205521,2
CDA,HuishoudelijkRestafval_235,votes_sqrt,-0.1845,0.0,0.0301,0.0,0.0,0.6134234177718554,2
SP,HuishoudelijkRestafval_235,votes_div,5.0278,0.0099,0.0012,0.0,0.1477,0.03275256966372262,2
PvdA,HuishoudelijkRestafval_235,votes_log,1.2468,0.0,0.0569,0.0,0.0,0.49768979035612504,3
Groenlinks,HuishoudelijkRestafval_235,votes_div,34.8566,0.0051,0.0012,0.0,0.5284,0.03718816289654105,2
FvD,HuishoudelijkRestafval_235,votes_log,-0.5934,0.0231,0.0051,0.0,0.5051,0.058021122336416445,3
PvdD,HuishoudelijkRestafval_235,votes,0.008,0.0,0.0045,0.0,0.0,8.290667964706594e-29,1
CU,HuishoudelijkRestafval_235,votes,0.0259,0.0007,0.0026,0.0,0.0,0.6948986867546908,2
SGP,HuishoudelijkRestafval_235,votes,0.0348,0.0023,0.0025,0.0,0.0001,0.127505865041641,2
DENK,HuishoudelijkRestafval_235,votes,0.0464,0.0,0.192,0.0,0.0,5.21231537659447e-26,2
VijftigPlus,HuishoudelijkRestafval_235,votes_div,42.8954,0.0,0.032,0.0,0.6142,2.0134268158443595e-05,2
VVD,GrofHuishoudelijkRestafval_236,votes,0.1399,0.0,0.004,0.0,0.0011,0.236219886355499,2
D66,GrofHuishoudelijkRestafval_236,votes,-0.0862,0.0,0.0036,0.0,0.1971,0.1983346300593539,3
PVV,GrofHuishoudelijkRestafval_236,votes_div,-14.2306,0.0066,0.002,0.0,0.0001,0.5750560308231675,2
CDA,GrofHuishoudelijkRestafval_236,votes,-0.1046,0.0104,0.0009,0.0,0.0045,0.05283260599825382,2
SP,GrofHuishoudelijkRestafval_236,votes_div,-19.7885,0.0042,0.0015,0.0,0.0018,0.05607995235785884,2
PvdA,GrofHuishoudelijkRestafval_236,votes,0.4684,0.0,0.0335,0.0,0.0704,0.2940275330542421,3
Groenlinks,GrofHuishoudelijkRestafval_236,votes_div,-120.3504,0.0064,0.0011,0.0,0.4459,0.4360131183417839,3
FvD,GrofHuishoudelijkRestafval_236,votes_square,0.054,0.0015,0.01,0.0,0.0845,0.08596043321157967,3
PvdD,GrofHuishoudelijkRestafval_236,votes,0.0152,0.0191,0.0011,0.0,0.2533,2.1650950943712365e-17,2
CU,GrofHuishoudelijkRestafval_236,votes,-0.2855,0.0,0.03,0.0,0.0,6.025833635969258e-11,1
SGP,GrofHuishoudelijkRestafval_236,votes,-0.1862,0.0,0.0069,0.0,0.6413,5.302110628845065e-09,2
DENK,GrofHuishoudelijkRestafval_236,votes_sqrt,0.6953,0.0,0.0929,0.0,0.1368,9.448688342393889e-13,3
VijftigPlus,GrofHuishoudelijkRestafval_236,votes_square,0.0006,0.7142,0.0001,0.0,0.2935,0.6658864770317796,2
VVD,GftAfval_237,votes_log,-0.1047,0.1083,0.0003,0.0,0.0,0.6476155567028359,1
D66,GftAfval_237,votes,-0.0336,0.0,0.0031,0.0,0.0,1.0667576296472722e-08,1
PVV,GftAfval_237,votes_log,-1.2375,0.0,0.0284,0.0,0.0003,0.15755209841843468,2
CDA,GftAfval_237,votes,0.157,0.0,0.011,0.0,0.0,0.31616210795174815,2
SP,GftAfval_237,votes_div,17.284,0.0,0.0064,0.0,0.5219,0.08317160887958754,3
PvdA,GftAfval_237,votes,-0.1021,0.0,0.0089,0.0,0.1168,0.08279211745459747,3
Groenlinks,GftAfval_237,votes_div,-40.3369,0.0278,0.0007,0.0,0.4557,0.051894806013261165,3
FvD,GftAfval_237,votes_div,-2.0771,0.826,0.0,0.0,0.7452,0.11030414287580219,2
PvdD,GftAfval_237,votes,-0.0088,0.0004,0.0025,0.0,0.0,4.200856929862627e-14,1
CU,GftAfval_237,votes_square,0.0088,0.0002,0.0031,0.0,0.8506,0.4437831071769329,3
SGP,GftAfval_237,votes_square,0.0151,0.0009,0.003,0.0,0.7186,0.8582086748116683,3
DENK,GftAfval_237,votes,-0.0512,0.0,0.1219,0.0,0.0,7.211202392685798e-17,2
VijftigPlus,GftAfval_237,votes,0.0038,0.3456,0.0004,0.0,0.433,0.5568380644668851,2
VVD,OudPapierEnKarton_238,votes_div,6.6391,0.0003,0.0017,0.0,0.6838,0.29336793136685524,3
D66,OudPapierEnKarton_238,votes_div,144.7298,0.0,0.0155,0.0,0.1778,0.42898284927102315,3
PVV,OudPapierEnKarton_238,votes,0.0738,0.0066,0.002,0.0,0.1596,0.21829571536584622,3
CDA,OudPapierEnKarton_238,votes_log,5.1111,0.0,0.1198,0.0,0.0,0.9886261318093011,3
SP,OudPapierEnKarton_238,votes,0.075,0.0001,0.0026,0.0,0.782,0.09502924599859422,3
PvdA,OudPapierEnKarton_238,votes_div,-11.1138,0.0387,0.0006,0.0,0.1712,0.09182190705679762,3
Groenlinks,OudPapierEnKarton_238,votes_div,45.9612,0.2351,0.0002,0.0,0.3268,0.785926128896244,2
FvD,OudPapierEnKarton_238,votes_sqrt,-0.8209,0.0,0.0356,0.0,0.6167,0.29192421611342034,3
PvdD,OudPapierEnKarton_238,votes_log,-4.9732,0.0,0.0653,0.0,0.0011,0.44899795197008674,3
CU,OudPapierEnKarton_238,votes,0.165,0.0,0.0124,0.0,0.0001,9.722883018666923e-22,1
SGP,OudPapierEnKarton_238,votes_sqrt,-0.2018,0.0022,0.0025,0.0,0.9503,0.11902346173287534,3
DENK,OudPapierEnKarton_238,votes,-0.1438,0.0,0.0915,0.0,0.0,8.55428370369184e-14,2
VijftigPlus,OudPapierEnKarton_238,votes,-0.057,0.0,0.0119,0.0,0.672,0.9675366495330167,3
VVD,Verpakkingsglas_239,votes_div,-33.8738,0.0,0.006,0.0,0.0092,0.11807545821394284,2
D66,Verpakkingsglas_239,votes_log,13.4641,0.0,0.0501,0.0,0.0,0.4020747568130749,3
PVV,Verpakkingsglas_239,votes,-0.4882,0.0,0.0125,0.0,0.1012,0.12382855476609257,3
CDA,Verpakkingsglas_239,votes_div,0.4324,0.8891,0.0,0.0,0.0025,0.3011796369765621,1
SP,Verpakkingsglas_239,votes_div,6.549,0.6994,0.0,0.0,0.964,0.7065072594750197,2
PvdA,Verpakkingsglas_239,votes_log,-4.5492,0.0,0.0109,0.0,0.0,0.5350975602918868,2
Groenlinks,Verpakkingsglas_239,votes_div,-287.5003,0.0066,0.0011,0.0,0.6112,0.6704026157243501,3
FvD,Verpakkingsglas_239,votes_square,-0.0744,0.0191,0.0054,0.0,0.7006,0.05796669210743372,3
PvdD,Verpakkingsglas_239,votes_div,-283.0507,0.0007,0.0023,0.0,0.1731,0.1309846117781529,3
CU,Verpakkingsglas_239,votes,-0.4941,0.0,0.0147,0.0,0.0,0.14383353716447758,2
SGP,Verpakkingsglas_239,votes,-1.1404,0.0,0.04,0.0,0.0,1.5693832045720245e-15,1
DENK,Verpakkingsglas_239,votes,-0.1354,0.0,0.0193,0.0,0.3691,1.514725615393459e-06,2
VijftigPlus,Verpakkingsglas_239,votes,0.072,0.0033,0.0034,0.0,0.0,0.6395354720363444,2
VVD,Textiel_240,votes,-1.2736,0.0,0.0054,0.0,0.3577,0.3721445638200831,3
D66,Textiel_240,votes,1.4454,0.0,0.0159,0.0,0.0,0.0001267291187275353,1
PVV,Textiel_240,votes,-0.944,0.0001,0.0045,0.0,0.3634,0.09571499354679394,3
CDA,Textiel_240,votes,-1.6532,0.0,0.0035,0.0,0.0,0.10244832390093452,2
SP,Textiel_240,votes_square,0.255,0.0,0.0069,0.0,0.0043,0.09405761682920996,2
PvdA,Textiel_240,votes,-3.6899,0.0,0.0328,0.0,0.0042,0.3715224265703506,2
Groenlinks,Textiel_240,votes_div,1198.3374,0.0017,0.0016,0.0,0.6415,0.03391067154624152,2
FvD,Textiel_240,votes_div,-423.8887,0.0329,0.0047,0.0,0.9103,0.3412673295383416,3
PvdD,Textiel_240,votes,0.2207,0.0,0.0043,0.0,0.0005,0.15834897695737607,2
CU,Textiel_240,votes,0.8864,0.0,0.0042,0.0,0.1011,4.100894335133331e-12,2
SGP,Textiel_240,votes,-0.8149,0.0126,0.0019,0.0,0.018,0.2005884451354384,2
DENK,Textiel_240,votes_square,-0.0161,0.008,0.0072,0.0,0.6834,0.05950724314106857,3
VijftigPlus,Textiel_240,votes,0.4993,0.0,0.0166,0.0,0.6676,0.2717895332410027,3
VVD,KleinChemischAfval_241,votes_div,-159.2865,0.0261,0.0007,0.0,0.0045,0.19391371835494398,2
D66,KleinChemischAfval_241,votes_div,-1200.0118,0.0264,0.0007,0.0,0.0599,0.9257600503103768,3
PVV,KleinChemischAfval_241,votes,-3.7822,0.0002,0.0036,0.0,0.1451,0.5979781618379141,3
CDA,KleinChemischAfval_241,votes_square,2.606,0.0008,0.0015,0.0,0.0,0.00011599830066905006,1
SP,KleinChemischAfval_241,votes_square,-0.0013,0.9943,0.0,0.0,0.0626,0.5926316432630758,2
PvdA,KleinChemischAfval_241,votes_square,-2.5394,0.0,0.0053,0.0,0.1458,0.326495086760088,3
Groenlinks,KleinChemischAfval_241,votes_div,-2170.6888,0.153,0.0003,0.0,0.7899,0.6030200012699848,2
FvD,KleinChemischAfval_241,votes,8.2953,0.0001,0.0153,0.0,0.7188,0.43111140097470024,3
PvdD,KleinChemischAfval_241,votes_div,-3615.9976,0.0025,0.0019,0.0,0.0574,0.16852969472350712,3
CU,KleinChemischAfval_241,votes,-4.3623,0.0,0.0055,0.0,0.3082,0.12990345644499088,3
SGP,KleinChemischAfval_241,votes,-7.4451,0.0,0.0086,0.0,0.1402,0.0006841982188694751,2
DENK,KleinChemischAfval_241,votes_square,-0.0974,0.0002,0.0133,0.0,0.402,0.07093454935373125,3
VijftigPlus,KleinChemischAfval_241,votes,2.6791,0.0,0.0218,0.0,0.1807,0.1640157643326026,3
VVD,OverigHuishoudelijkAfval_242,votes_div,1.5413,0.039,0.0007,0.0,0.3402,0.29359906965661176,3
D66,OverigHuishoudelijkAfval_242,votes_div,-18.3325,0.001,0.0021,0.0,0.2302,0.1745346397447618,3
PVV,OverigHuishoudelijkAfval_242,votes,-0.0351,0.0012,0.0036,0.0,0.0,0.8973637964817308,2
CDA,OverigHuishoudelijkAfval_242,votes,0.0004,0.9792,0.0,0.0,0.0,0.7187222109506372,1
SP,OverigHuishoudelijkAfval_242,votes_div,-12.8498,0.0,0.0056,0.0,0.0062,0.7985355398224944,2
PvdA,OverigHuishoudelijkAfval_242,votes_sqrt,-0.2319,0.0,0.0513,0.0,0.2022,0.4457326535846292,4
Groenlinks,OverigHuishoudelijkAfval_242,votes,-0.0154,0.0023,0.0018,0.0,0.0055,0.0734694017273249,2
FvD,OverigHuishoudelijkAfval_242,votes,0.0714,0.0023,0.0112,0.0,0.0818,0.3286176970787552,3
PvdD,OverigHuishoudelijkAfval_242,votes_div,-78.159,0.0,0.0106,0.0,0.0008,0.10649482934495214,2
CU,OverigHuishoudelijkAfval_242,votes_sqrt,-0.0711,0.0002,0.0043,0.0,0.1163,0.10873350421989361,3
SGP,OverigHuishoudelijkAfval_242,votes_sqrt,-0.066,0.0183,0.002,0.0,0.0,0.18681271006727512,2
DENK,OverigHuishoudelijkAfval_242,votes,-0.0315,0.0,0.0514,0.0,0.0713,7.613251445377667e-09,3
VijftigPlus,OverigHuishoudelijkAfval_242,votes_log,1.1257,0.0,0.0533,0.0,0.0,0.09734441114067967,3
VVD,BinnenlandsMigratiesaldoRelatief_72,votes_div,-0.0304,0.0,0.0036,0.0,0.0,0.18460148428163928,2
D66,BinnenlandsMigratiesaldoRelatief_72,votes_div,-0.2245,0.0,0.0039,0.0,0.0,0.08141571075134202,2
PVV,BinnenlandsMigratiesaldoRelatief_72,votes_div,0.047,0.0,0.0051,0.0,0.0,0.161699135150255,2
CDA,BinnenlandsMigratiesaldoRelatief_72,votes,-0.0008,0.0,0.006,0.0,0.0,1.5913540341298056e-42,1
SP,BinnenlandsMigratiesaldoRelatief_72,votes_div,0.0303,0.0787,0.0005,0.0,0.2335,0.8127735277840522,2
PvdA,BinnenlandsMigratiesaldoRelatief_72,votes_div,0.0202,0.2032,0.0002,0.0,0.2455,0.5372125717358727,2
Groenlinks,BinnenlandsMigratiesaldoRelatief_72,votes_square,0.0,0.0,0.0044,0.0,0.0,0.9035115023632868,2
FvD,BinnenlandsMigratiesaldoRelatief_72,votes,0.0,0.8436,0.0,0.0,0.183,0.895953604473623,2
PvdD,BinnenlandsMigratiesaldoRelatief_72,votes_div,-0.3286,0.0001,0.0027,0.0,0.0,0.06493286000694111,2
CU,BinnenlandsMigratiesaldoRelatief_72,votes,-0.0002,0.0005,0.0025,0.0,0.0001,2.3463713828330886e-05,1
SGP,BinnenlandsMigratiesaldoRelatief_72,votes_square,-0.0,0.105,0.0007,0.0,0.016,0.1232122143525686,1
DENK,BinnenlandsMigratiesaldoRelatief_72,votes,-0.0,0.8081,0.0001,0.0,0.0077,0.2757792194497038,1
VijftigPlus,BinnenlandsMigratiesaldoRelatief_72,votes,0.0,0.3513,0.0003,0.0,0.1138,0.7467755815589625,2
VVD,VerhuismobiliteitRelatief_73,votes_log,-0.0008,0.0004,0.0015,0.0,0.5365,1.92047458629375e-13,2
D66,VerhuismobiliteitRelatief_73,votes,0.0004,0.0,0.0338,0.0,0.8362,2.6719406467084045e-25,2
PVV,VerhuismobiliteitRelatief_73,votes,-0.0006,0.0,0.0536,0.0,0.0,0.05724064904823979,3
CDA,VerhuismobiliteitRelatief_73,votes_div,0.0606,0.0,0.1204,0.0,0.2965,1.467758812117018e-46,3
SP,VerhuismobiliteitRelatief_73,votes_sqrt,0.0006,0.0,0.0225,0.0,0.0,0.4565306339452322,2
PvdA,VerhuismobiliteitRelatief_73,votes_div,-0.0348,0.0001,0.002,0.0,0.3506,0.0385959617647664,2
Groenlinks,VerhuismobiliteitRelatief_73,votes,0.0007,0.0,0.1976,0.0,0.0594,5.887732617834301e-54,3
FvD,VerhuismobiliteitRelatief_73,votes,-0.0006,0.0,0.0429,0.0,0.0,0.6502280897496564,2
PvdD,VerhuismobiliteitRelatief_73,votes,0.0002,0.0,0.1016,0.0,0.0,5.833245211290705e-35,2
CU,VerhuismobiliteitRelatief_73,votes,-0.0001,0.0087,0.0014,0.0,0.1341,2.475863259256052e-15,2
SGP,VerhuismobiliteitRelatief_73,votes,-0.0006,0.0,0.0267,0.0,0.1292,3.036116116165166e-18,2
DENK,VerhuismobiliteitRelatief_73,votes,0.0002,0.0,0.09,0.0,0.0,1.5115766980601162e-20,2
VijftigPlus,VerhuismobiliteitRelatief_73,votes,0.0,0.0374,0.0016,0.0,0.0,0.07065502286640038,2
VVD,MigratiesaldoRelatief_77,votes,-0.0,0.6639,0.0,0.0,0.8449,0.9852127150324457,2
D66,MigratiesaldoRelatief_77,votes_div,-0.2754,0.0,0.0041,0.0,0.0,0.8969624960023231,2
PVV,MigratiesaldoRelatief_77,votes,0.0,0.9028,0.0,0.0,0.583,0.43940623044246874,2
CDA,MigratiesaldoRelatief_77,votes,-0.0013,0.0,0.0109,0.0,0.0,3.912660962940168e-26,1
SP,MigratiesaldoRelatief_77,votes,-0.0,0.8526,0.0,0.0,0.1808,0.3244390658557832,2
PvdA,MigratiesaldoRelatief_77,votes_div,0.0426,0.0279,0.0006,0.0,0.0004,0.9536768968489011,2
Groenlinks,MigratiesaldoRelatief_77,votes_div,-0.1063,0.4256,0.0001,0.0,0.3819,0.9412274355579944,2
FvD,MigratiesaldoRelatief_77,votes_square,0.0,0.6714,0.0002,0.0,0.0532,0.9046891524988612,2
PvdD,MigratiesaldoRelatief_77,votes_div,-0.4172,0.0,0.0035,0.0,0.0,0.7425470669551657,2
CU,MigratiesaldoRelatief_77,votes,0.0,0.9271,0.0,0.0,0.3883,0.3794021668698343,2
SGP,MigratiesaldoRelatief_77,votes,-0.0001,0.4611,0.0001,0.0,0.8822,0.7565297761412555,2
DENK,MigratiesaldoRelatief_77,votes,0.0,0.6278,0.0002,0.0,0.0001,0.27503533714141853,1
VijftigPlus,MigratiesaldoRelatief_77,votes,0.0001,0.0129,0.0023,0.0,0.0,0.5309378365582353,2
VVD,BevolkingsgroeiRelatief_80,votes_log,0.0042,0.0,0.0067,0.0,0.0102,0.1978339146396398,2
D66,BevolkingsgroeiRelatief_80,votes_div,-0.2265,0.0,0.0022,0.0,0.0461,0.09678008540021182,2
PVV,BevolkingsgroeiRelatief_80,votes_sqrt,-0.0013,0.0,0.0128,0.0,0.3784,0.12494490004414463,3
CDA,BevolkingsgroeiRelatief_80,votes_sqrt,-0.0016,0.0,0.0124,0.0,0.0,0.22091203149441063,2
SP,BevolkingsgroeiRelatief_80,votes_log,-0.0122,0.0,0.0281,0.0,0.2923,0.7890316180910597,3
PvdA,BevolkingsgroeiRelatief_80,votes,-0.0012,0.0,0.0168,0.0,0.0,0.27899074278428554,2
Groenlinks,BevolkingsgroeiRelatief_80,votes_div,0.3116,0.0376,0.0006,0.0,0.4422,0.07094757256988832,3
FvD,BevolkingsgroeiRelatief_80,votes,0.0005,0.05,0.0035,0.0,0.0654,0.9754826959602718,2
PvdD,BevolkingsgroeiRelatief_80,votes,0.0002,0.0,0.0101,0.0,0.351,3.6293886151498803e-07,2
CU,BevolkingsgroeiRelatief_80,votes_sqrt,0.0009,0.0,0.0047,0.0,0.0161,0.6284170287522189,2
SGP,BevolkingsgroeiRelatief_80,votes,0.0009,0.0,0.0125,0.0,0.0,4.094914069620852e-14,1
DENK,BevolkingsgroeiRelatief_80,votes,0.0002,0.0005,0.011,0.0,0.0012,0.08300172610755938,2
VijftigPlus,BevolkingsgroeiRelatief_80,votes,0.0001,0.0089,0.0025,0.0,0.0554,0.7950311507842748,3
VVD,GroeneDruk_23,votes_div,0.2464,0.0,0.0531,0.0,0.0,3.316668918698763e-97,2
D66,GroeneDruk_23,votes,-0.0022,0.0,0.0583,0.0,0.1846,1.2381189100791042e-08,3
PVV,GroeneDruk_23,votes_div,0.2257,0.0,0.0192,0.0,0.705,0.24297408188754435,3
CDA,GroeneDruk_23,votes_log,0.0276,0.0,0.0734,0.0,0.0,0.23291507285377674,3
SP,GroeneDruk_23,votes_square,-0.0005,0.0,0.0505,0.0,0.7028,2.65229832014142e-13,3
PvdA,GroeneDruk_23,votes_div,0.7805,0.0,0.0607,0.0,0.0,1.254621963129981e-62,2
Groenlinks,GroeneDruk_23,votes,-0.0019,0.0,0.0778,0.0,0.0005,4.872769006075059e-34,2
FvD,GroeneDruk_23,votes_sqrt,-0.0011,0.0436,0.0028,0.0,0.9921,0.10479248822952797,3
PvdD,GroeneDruk_23,votes_sqrt,-0.0033,0.0,0.1518,0.0,0.052,0.15747483661961018,4
CU,GroeneDruk_23,votes,0.0051,0.0,0.2657,0.0,0.0,6.819993976891177e-62,2
SGP,GroeneDruk_23,votes,0.0075,0.0,0.3413,0.0,0.0,3.868640744087761e-145,2
DENK,GroeneDruk_23,votes,-0.0004,0.0,0.0259,0.0,0.2751,9.471009781256039e-08,2
VijftigPlus,GroeneDruk_23,votes_square,-0.0001,0.0,0.0143,0.0,0.1141,0.41205079129612665,3
VVD,GrijzeDruk_24,votes_log,0.0073,0.0,0.0189,0.0,0.0,0.343913385689366,2
D66,GrijzeDruk_24,votes_sqrt,0.0043,0.0,0.1592,0.0,0.8619,7.093882975713839e-07,3
PVV,GrijzeDruk_24,votes_log,-0.0097,0.0,0.0185,0.0,0.0,0.1835117328419601,2
CDA,GrijzeDruk_24,votes_log,-0.0221,0.0,0.1114,0.0,0.2357,2.4176964726069087e-50,3
SP,GrijzeDruk_24,votes_div,-0.0736,0.0033,0.0013,0.0,0.0,0.00034873122639250004,1
PvdA,GrijzeDruk_24,votes_log,-0.0241,0.0,0.1056,0.0,0.8886,0.17934494981973068,4
Groenlinks,GrijzeDruk_24,votes,0.0003,0.0,0.0055,0.0,0.0,0.0069736622333519726,1
FvD,GrijzeDruk_24,votes_div,-0.3286,0.0001,0.0101,0.0,0.4989,0.0002802754045863846,2
PvdD,GrijzeDruk_24,votes_log,0.0346,0.0,0.1672,0.0,0.0697,2.746690221490352e-138,3
CU,GrijzeDruk_24,votes_square,-0.0002,0.0,0.0121,0.0,0.8782,2.0175647736406366e-08,2
SGP,GrijzeDruk_24,votes_square,-0.0002,0.0,0.0083,0.0,0.1889,2.183472867112327e-07,2
DENK,GrijzeDruk_24,votes,-0.0007,0.0,0.1645,0.0,0.0,3.858701117162515e-19,2
VijftigPlus,GrijzeDruk_24,votes,0.0002,0.0,0.0092,0.0,0.0,0.36096013208377153,2
VVD,SpeciaalBasisonderwijs_101,votes_div,58.712,0.0101,0.0008,0.0,0.8522,0.04661303795207537,2
D66,SpeciaalBasisonderwijs_101,votes_div,-720.634,0.0,0.0023,0.0,0.0,0.05634171192265514,2
PVV,SpeciaalBasisonderwijs_101,votes,1.283,0.0008,0.0027,0.0,0.0017,0.3524899881120014,2
CDA,SpeciaalBasisonderwijs_101,votes_sqrt,-3.2199,0.0,0.0054,0.0,0.0,0.87812132284656,2
SP,SpeciaalBasisonderwijs_101,votes_div,-722.9109,0.0,0.0144,0.0,0.0,0.059494690999835884,2
PvdA,SpeciaalBasisonderwijs_101,votes_div,-324.568,0.0,0.003,0.0,0.6942,0.06415713029578422,3
Groenlinks,SpeciaalBasisonderwijs_101,votes,0.9241,0.0,0.0051,0.0,0.0,0.8305018770894996,2
FvD,SpeciaalBasisonderwijs_101,votes,1.0072,0.2774,0.0011,0.0,0.3911,0.8500114667557903,2
PvdD,SpeciaalBasisonderwijs_101,votes,-0.0399,0.5807,0.0001,0.0,0.0,0.06650648606909002,1
CU,SpeciaalBasisonderwijs_101,votes,-0.9217,0.0017,0.002,0.0,0.8127,5.29618000404233e-11,2
SGP,SpeciaalBasisonderwijs_101,votes,-2.328,0.0,0.0075,0.0,0.2619,4.794504036654578e-08,2
DENK,SpeciaalBasisonderwijs_101,votes_square,0.0353,0.0015,0.009,0.0,0.0,0.601591624292285,2
VijftigPlus,SpeciaalBasisonderwijs_101,votes,0.3898,0.0117,0.0024,0.0,0.0105,0.48503909994718997,2
VVD,SpecialeScholen_102,votes_div,-17.8732,0.1603,0.0002,0.0,0.0451,0.20069419048348439,1
D66,SpecialeScholen_102,votes_div,-762.8383,0.0,0.0083,0.0,0.0001,0.12622149118921555,2
PVV,SpecialeScholen_102,votes_div,76.451,0.0086,0.0017,0.0,0.6211,0.35423927816677847,3
CDA,SpecialeScholen_102,votes,-2.765,0.0,0.0138,0.0,0.0,0.23285126004435086,2
SP,SpecialeScholen_102,votes_div,-283.0869,0.0,0.0071,0.0,0.0,0.23120394697792482,2
PvdA,SpecialeScholen_102,votes_div,-75.9761,0.0407,0.0005,0.0,0.2602,0.2491524463243329,3
Groenlinks,SpecialeScholen_102,votes_div,-833.1462,0.0018,0.0013,0.0,0.073,0.45785530658014695,3
FvD,SpecialeScholen_102,votes_div,-25.5991,0.88,0.0,0.0,0.2903,0.72205471495406,2
PvdD,SpecialeScholen_102,votes_div,-1025.4038,0.0,0.004,0.0,0.0,0.10932203751262545,2
CU,SpecialeScholen_102,votes,-0.6769,0.0001,0.0033,0.0,0.8084,0.000128283675695418,2
SGP,SpecialeScholen_102,votes,-1.5943,0.0,0.0112,0.0,0.0,3.1606265994309105e-06,1
DENK,SpecialeScholen_102,votes_square,0.0161,0.001,0.0098,0.0,0.0,0.4613650848598154,2
VijftigPlus,SpecialeScholen_102,votes,-0.0093,0.8935,0.0,0.0,0.2057,0.4590315963378859,2
VVD,BeroepsopleidendeLeerweg_104,votes,-6.0241,0.0,0.1554,0.0,0.0,2.1042329613029228e-38,2
D66,BeroepsopleidendeLeerweg_104,votes,-2.7287,0.0,0.0714,0.0,0.0,9.323336836428696e-54,2
PVV,BeroepsopleidendeLeerweg_104,votes_div,-87.5219,0.0026,0.0022,0.0,0.0,6.125953189593303e-08,1
CDA,BeroepsopleidendeLeerweg_104,votes_div,-86.5261,0.0,0.0119,0.0,0.0,0.1909934489641935,2
SP,BeroepsopleidendeLeerweg_104,votes_sqrt,2.8373,0.0,0.0259,0.3231,0.0,3.439291661859245e-05,2
PvdA,BeroepsopleidendeLeerweg_104,votes,1.5159,0.0,0.0091,0.0,0.0,1.2480705233803072e-38,1
Groenlinks,BeroepsopleidendeLeerweg_104,votes,-1.8167,0.0,0.0549,0.0,0.0,2.9954762370525993e-22,2
FvD,BeroepsopleidendeLeerweg_104,votes,-0.832,0.0366,0.004,0.0,0.0007,0.7941293667207145,2
PvdD,BeroepsopleidendeLeerweg_104,votes_log,-25.9412,0.0,0.0521,0.0,0.4048,1.3915930209744887e-30,3
CU,BeroepsopleidendeLeerweg_104,votes_log,68.6669,0.0,0.0963,0.0,0.0,0.2846528952431392,3
SGP,BeroepsopleidendeLeerweg_104,votes,1.727,0.0,0.0107,0.0,0.0145,1.195553116776767e-20,1
DENK,BeroepsopleidendeLeerweg_104,votes_square,0.0132,0.0057,0.0069,0.0,0.1487,0.07509466456573388,3
VijftigPlus,BeroepsopleidendeLeerweg_104,votes_sqrt,-0.3778,0.0297,0.0018,0.0,0.0,0.14128594365822134,2
VVD,BeroepsbegeleidendeLeerweg_105,votes_sqrt,-4.2282,0.0,0.0225,0.0,0.4998,0.2694558715539942,3
D66,BeroepsbegeleidendeLeerweg_105,votes,-8.4031,0.0,0.2766,0.0,0.0,3.1594279002301254e-49,2
PVV,BeroepsbegeleidendeLeerweg_105,votes_sqrt,3.9537,0.0,0.0195,0.0,0.1826,0.828836185888222,3
CDA,BeroepsbegeleidendeLeerweg_105,votes_log,39.7742,0.0,0.0589,0.0269,0.0,0.16919235772836352,3
SP,BeroepsbegeleidendeLeerweg_105,votes,0.8397,0.0027,0.0022,0.0,0.0,7.647777275113786e-16,1
PvdA,BeroepsbegeleidendeLeerweg_105,votes,2.1086,0.0,0.0073,0.0,0.0,0.8085551543080745,2
Groenlinks,BeroepsbegeleidendeLeerweg_105,votes_sqrt,-10.0231,0.0,0.1757,0.0001,0.0575,2.315654089815163e-18,3
FvD,BeroepsbegeleidendeLeerweg_105,votes_div,-1511.7258,0.0,0.024,0.0,0.1667,0.8830049036540741,3
PvdD,BeroepsbegeleidendeLeerweg_105,votes_log,-90.9017,0.0,0.2757,0.0001,0.0777,7.885844868480483e-39,3
CU,BeroepsbegeleidendeLeerweg_105,votes,6.3671,0.0,0.1137,0.0,0.0,7.017578862038263e-50,2
SGP,BeroepsbegeleidendeLeerweg_105,votes,12.5818,0.0,0.2637,0.0,0.0,1.09547847732195e-95,2
DENK,BeroepsbegeleidendeLeerweg_105,votes_sqrt,-4.9842,0.0,0.0594,0.0,0.2768,1.851515482225772e-12,3
VijftigPlus,BeroepsbegeleidendeLeerweg_105,votes_sqrt,-3.9909,0.0,0.0734,0.0,0.0,0.09175347029139502,3
VVD,HogerBeroepsonderwijs_106,votes,-0.2789,0.0094,0.0008,0.0,0.452,6.620274220661025e-11,2
D66,HogerBeroepsonderwijs_106,votes,1.8792,0.0,0.089,0.0,0.0,3.48330758625572e-54,2
PVV,HogerBeroepsonderwijs_106,votes_log,-9.436,0.0,0.0145,0.0,0.0212,0.8543404747499975,2
